sheet,series_key,period,value
Chart_3,SAFE.Q.U2.SME.A.0.0.0.Q5_G1.FOVD.NN.AL.WP,24Q4,3.968439
Chart_3,SAFE.Q.U2.SME.A.0.0.0.Q5_G1.FTCR.NN.AL.WP,24Q4,8.437075
Chart_3,SAFE.Q.U2.SME.A.0.0.0.Q9_G1.FOVD.NN.AL.WP,24Q4,-0.855861
Chart_3,SAFE.Q.U2.SME.A.0.0.0.Q9_G1.FTCR.NN.AL.WP,24Q4,3.622816
Chart_3,SAFE.Q.U2.ALL.A.0.0.0.Q5_G1.FOVD.NN.AL.WP,25Q1,3.883002
Chart_3,SAFE.Q.U2.ALL.A.0.0.0.Q5_G1.FTCR.NN.AL.WP,25Q1,7.000812
Chart_3,SAFE.Q.U2.ALL.A.0.0.0.Q9_G1.FOVD.NN.AL.WP,25Q1,-0.667683
Chart_3,SAFE.Q.U2.ALL.A.0.0.0.Q9_G1.FTCR.NN.AL.WP,25Q1,3.457752
Chart_3,SAFE.Q.U2.LAR.A.0.0.0.Q5_G1.FOVD.NN.AL.WP,25Q1,1.035077
Chart_3,SAFE.Q.U2.LAR.A.0.0.0.Q5_G1.FTCR.NN.AL.WP,25Q1,7.290618
Chart_3,SAFE.Q.U2.LAR.A.0.0.0.Q9_G1.FOVD.NN.AL.WP,25Q1,0.917101
Chart_3,SAFE.Q.U2.LAR.A.0.0.0.Q9_G1.FTCR.NN.AL.WP,25Q1,4.041184
Chart_3,SAFE.Q.U2.SME.A.0.0.0.Q5_G1.FOVD.NN.AL.WP,25Q1,5.73403
Chart_3,SAFE.Q.U2.SME.A.0.0.0.Q5_G1.FTCR.NN.AL.WP,25Q1,6.780345
Chart_3,SAFE.Q.U2.SME.A.0.0.0.Q9_G1.FOVD.NN.AL.WP,25Q1,-1.697724
Chart_3,SAFE.Q.U2.SME.A.0.0.0.Q9_G1.FTCR.NN.AL.WP,25Q1,3.013911
Chart_3,SAFE.Q.U2.ALL.A.0.0.0.Q5_G1.FOVD.NN.AL.WP,25Q2,6.96733
Chart_3,SAFE.Q.U2.ALL.A.0.0.0.Q5_G1.FTCR.NN.AL.WP,25Q2,7.320587
Chart_3,SAFE.Q.U2.ALL.A.0.0.0.Q9_G1.FOVD.NN.AL.WP,25Q2,1.503981
Chart_3,SAFE.Q.U2.ALL.A.0.0.0.Q9_G1.FTCR.NN.AL.WP,25Q2,4.526452
Chart_3,SAFE.Q.U2.LAR.A.0.0.0.Q5_G1.FOVD.NN.AL.WP,25Q2,9.425244
Chart_3,SAFE.Q.U2.LAR.A.0.0.0.Q5_G1.FTCR.NN.AL.WP,25Q2,9.758703
Chart_3,SAFE.Q.U2.LAR.A.0.0.0.Q9_G1.FOVD.NN.AL.WP,25Q2,3.021956
Chart_3,SAFE.Q.U2.LAR.A.0.0.0.Q9_G1.FTCR.NN.AL.WP,25Q2,7.263792
Chart_3,SAFE.Q.U2.SME.A.0.0.0.Q5_G1.FOVD.NN.AL.WP,25Q2,5.392602
Chart_3,SAFE.Q.U2.SME.A.0.0.0.Q5_G1.FTCR.NN.AL.WP,25Q2,5.745421
Chart_3,SAFE.Q.U2.SME.A.0.0.0.Q9_G1.FOVD.NN.AL.WP,25Q2,0.53145
Chart_3,SAFE.Q.U2.SME.A.0.0.0.Q9_G1.FTCR.NN.AL.WP,25Q2,2.757969
Chart_3,SAFE.Q.U2.ALL.A.0.0.0.Q5_G1.FOVD.NN.AL.WP,25Q3,7.994665
Chart_3,SAFE.Q.U2.ALL.A.0.0.0.Q5_G1.FTCR.NN.AL.WP,25Q3,0.799148
Chart_3,SAFE.Q.U2.ALL.A.0.0.0.Q9_G1.FOVD.NN.AL.WP,25Q3,0.928749
Chart_3,SAFE.Q.U2.ALL.A.0.0.0.Q9_G1.FTCR.NN.AL.WP,25Q3,2.351633
Chart_3,SAFE.Q.U2.LAR.A.0.0.0.Q5_G1.FOVD.NN.AL.WP,25Q3,11.732017
Chart_3,SAFE.Q.U2.LAR.A.0.0.0.Q5_G1.FTCR.NN.AL.WP,25Q3,-5.130653
Chart_3,SAFE.Q.U2.LAR.A.0.0.0.Q9_G1.FOVD.NN.AL.WP,25Q3,2.667839
Chart_3,SAFE.Q.U2.LAR.A.0.0.0.Q9_G1.FTCR.NN.AL.WP,25Q3,4.659126
Chart_3,SAFE.Q.U2.SME.A.0.0.0.Q5_G1.FOVD.NN.AL.WP,25Q3,5.461514
Chart_3,SAFE.Q.U2.SME.A.0.0.0.Q5_G1.FTCR.NN.AL.WP,25Q3,4.426601
Chart_3,SAFE.Q.U2.SME.A.0.0.0.Q9_G1.FOVD.NN.AL.WP,25Q3,-0.249994
Chart_3,SAFE.Q.U2.SME.A.0.0.0.Q9_G1.FTCR.NN.AL.WP,25Q3,0.940064
Chart_3,SAFE.Q.U2.ALL.A.0.0.0.Q5_G1.FOVD.NN.AL.WP,25Q4,5.775004
Chart_3,SAFE.Q.U2.ALL.A.0.0.0.Q5_G1.FTCR.NN.AL.WP,25Q4,7.435167
Chart_3,SAFE.Q.U2.ALL.A.0.0.0.Q9_G1.FOVD.NN.AL.WP,25Q4,-0.846885
Chart_3,SAFE.Q.U2.ALL.A.0.0.0.Q9_G1.FTCR.NN.AL.WP,25Q4,0.762994
Chart_3,SAFE.Q.U2.LAR.A.0.0.0.Q5_G1.FOVD.NN.AL.WP,25Q4,4.716432
Chart_3,SAFE.Q.U2.LAR.A.0.0.0.Q5_G1.FTCR.NN.AL.WP,25Q4,9.626205
Chart_3,SAFE.Q.U2.LAR.A.0.0.0.Q9_G1.FOVD.NN.AL.WP,25Q4,2.096854
Chart_3,SAFE.Q.U2.LAR.A.0.0.0.Q9_G1.FTCR.NN.AL.WP,25Q4,-1.234439
Chart_3,SAFE.Q.U2.SME.A.0.0.0.Q5_G1.FOVD.NN.AL.WP,25Q4,6.481039
Chart_3,SAFE.Q.U2.SME.A.0.0.0.Q5_G1.FTCR.NN.AL.WP,25Q4,5.960052
Chart_3,SAFE.Q.U2.SME.A.0.0.0.Q9_G1.FOVD.NN.AL.WP,25Q4,-2.810271
Chart_3,SAFE.Q.U2.SME.A.0.0.0.Q9_G1.FTCR.NN.AL.WP,25Q4,2.107765
Chart_3,SAFE.Q.U2.ALL.A.0.0.0.Q5_G1.FOVD.NN.AL.WP,26Q1,8.091441
Chart_3,SAFE.Q.U2.ALL.A.0.0.0.Q5_G1.FTCR.NN.AL.WP,26Q1,11.270979
Chart_3,SAFE.Q.U2.ALL.A.0.0.0.Q9_G1.FOVD.NN.AL.WP,26Q1,-3.243949
Chart_3,SAFE.Q.U2.ALL.A.0.0.0.Q9_G1.FTCR.NN.AL.WP,26Q1,3.516426
Chart_3,SAFE.Q.U2.LAR.A.0.0.0.Q5_G1.FOVD.NN.AL.WP,26Q1,5.455699
Chart_3,SAFE.Q.U2.LAR.A.0.0.0.Q5_G1.FTCR.NN.AL.WP,26Q1,16.692876
Chart_3,SAFE.Q.U2.LAR.A.0.0.0.Q9_G1.FOVD.NN.AL.WP,26Q1,-3.628826
Chart_3,SAFE.Q.U2.LAR.A.0.0.0.Q9_G1.FTCR.NN.AL.WP,26Q1,5.0842
Chart_3,SAFE.Q.U2.SME.A.0.0.0.Q5_G1.FOVD.NN.AL.WP,26Q1,9.84878
Chart_3,SAFE.Q.U2.SME.A.0.0.0.Q5_G1.FTCR.NN.AL.WP,26Q1,7.713624
Chart_3,SAFE.Q.U2.SME.A.0.0.0.Q9_G1.FOVD.NN.AL.WP,26Q1,-2.987338
Chart_3,SAFE.Q.U2.SME.A.0.0.0.Q9_G1.FTCR.NN.AL.WP,26Q1,2.487796
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_1.V1.AL.WP,22Q4-Q1,44.52342
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_2.V1.AL.WP,22Q4-Q1,36.9747
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_3.V1.AL.WP,22Q4-Q1,24.73505
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_4.V1.AL.WP,22Q4-Q1,21.15056
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_5.V1.AL.WP,22Q4-Q1,15.67757
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_1.V1.AL.WP,22Q4-Q1,59.83778
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_2.V1.AL.WP,22Q4-Q1,44.67435
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_3.V1.AL.WP,22Q4-Q1,31.39214
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_4.V1.AL.WP,22Q4-Q1,25.3887
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_5.V1.AL.WP,22Q4-Q1,20.32307
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_1.V1.AL.WP,22Q4-Q1,35.7358
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_2.V1.AL.WP,22Q4-Q1,32.55654
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_3.V1.AL.WP,22Q4-Q1,20.91511
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_4.V1.AL.WP,22Q4-Q1,18.71866
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_5.V1.AL.WP,22Q4-Q1,13.01191
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_1.V1.AL.WP,23Q2-Q3,43.91358
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_2.V1.AL.WP,23Q2-Q3,37.42857
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_3.V1.AL.WP,23Q2-Q3,24.8077
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_4.V1.AL.WP,23Q2-Q3,21.62299
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_5.V1.AL.WP,23Q2-Q3,14.55691
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_1.V1.AL.WP,23Q2-Q3,59.34925
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_2.V1.AL.WP,23Q2-Q3,44.78687
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_3.V1.AL.WP,23Q2-Q3,30.68203
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_4.V1.AL.WP,23Q2-Q3,28.64589
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_5.V1.AL.WP,23Q2-Q3,19.79474
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_1.V1.AL.WP,23Q2-Q3,35.19534
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_2.V1.AL.WP,23Q2-Q3,33.27252
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_3.V1.AL.WP,23Q2-Q3,21.48981
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_4.V1.AL.WP,23Q2-Q3,17.65637
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_5.V1.AL.WP,23Q2-Q3,11.59853
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_1.V1.AL.WP,23Q4-Q1,40.43374
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_2.V1.AL.WP,23Q4-Q1,37.35912
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_3.V1.AL.WP,23Q4-Q1,21.62212
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_4.V1.AL.WP,23Q4-Q1,19.93024
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_5.V1.AL.WP,23Q4-Q1,15.79643
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_1.V1.AL.WP,23Q4-Q1,54.66768
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_2.V1.AL.WP,23Q4-Q1,46.2336
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_3.V1.AL.WP,23Q4-Q1,26.81724
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_4.V1.AL.WP,23Q4-Q1,24.44915
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_5.V1.AL.WP,23Q4-Q1,20.81986
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_1.V1.AL.WP,23Q4-Q1,32.02996
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_2.V1.AL.WP,23Q4-Q1,32.11959
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_3.V1.AL.WP,23Q4-Q1,18.55491
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_4.V1.AL.WP,23Q4-Q1,17.26227
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_5.V1.AL.WP,23Q4-Q1,12.83057
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_1.V1.AL.WP,24Q2-Q3,46.2031
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_2.V1.AL.WP,24Q2-Q3,39.2517
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_3.V1.AL.WP,24Q2-Q3,26.3079
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_4.V1.AL.WP,24Q2-Q3,22.2748
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_5.V1.AL.WP,24Q2-Q3,16.0444
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_1.V1.AL.WP,24Q2-Q3,63.6066
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_2.V1.AL.WP,24Q2-Q3,46.3975
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_3.V1.AL.WP,24Q2-Q3,31.6223
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_4.V1.AL.WP,24Q2-Q3,27.4239
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_5.V1.AL.WP,24Q2-Q3,19.3637
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_1.V1.AL.WP,24Q2-Q3,36.5969
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_2.V1.AL.WP,24Q2-Q3,35.2973
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_3.V1.AL.WP,24Q2-Q3,23.3701
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_4.V1.AL.WP,24Q2-Q3,19.4303
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_5.V1.AL.WP,24Q2-Q3,14.21
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_1.V1.AL.WP,24Q4-Q1,46.3504
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_2.V1.AL.WP,24Q4-Q1,39.0853
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_3.V1.AL.WP,24Q4-Q1,24.6649
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_4.V1.AL.WP,24Q4-Q1,21.5768
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_5.V1.AL.WP,24Q4-Q1,17.3969
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_1.V1.AL.WP,24Q4-Q1,66.9533
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_2.V1.AL.WP,24Q4-Q1,46.9785
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_3.V1.AL.WP,24Q4-Q1,31.4711
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_4.V1.AL.WP,24Q4-Q1,25.1849
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_5.V1.AL.WP,24Q4-Q1,23.1779
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_1.V1.AL.WP,24Q4-Q1,34.7261
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_2.V1.AL.WP,24Q4-Q1,34.624
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_3.V1.AL.WP,24Q4-Q1,20.824
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_4.V1.AL.WP,24Q4-Q1,19.5372
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_5.V1.AL.WP,24Q4-Q1,14.1334
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_1.V1.AL.WP,25Q2-Q3,42.2006
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_2.V1.AL.WP,25Q2-Q3,38.7193
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_3.V1.AL.WP,25Q2-Q3,24.5475
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_4.V1.AL.WP,25Q2-Q3,20.1513
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_5.V1.AL.WP,25Q2-Q3,14.0593
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_1.V1.AL.WP,25Q2-Q3,55.9353
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_2.V1.AL.WP,25Q2-Q3,46.348
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_3.V1.AL.WP,25Q2-Q3,28.8696
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_4.V1.AL.WP,25Q2-Q3,22.975
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_5.V1.AL.WP,25Q2-Q3,17.1348
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_1.V1.AL.WP,25Q2-Q3,34.6382
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_2.V1.AL.WP,25Q2-Q3,34.5184
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_3.V1.AL.WP,25Q2-Q3,22.1698
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_4.V1.AL.WP,25Q2-Q3,18.5985
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_5.V1.AL.WP,25Q2-Q3,12.3705
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_1.V1.AL.WP,25Q4-Q1,42.9514
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_2.V1.AL.WP,25Q4-Q1,36.1533
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_3.V1.AL.WP,25Q4-Q1,23.881
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_4.V1.AL.WP,25Q4-Q1,21.1772
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_5.V1.AL.WP,25Q4-Q1,13.451
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_1.V1.AL.WP,25Q4-Q1,58.4437
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_2.V1.AL.WP,25Q4-Q1,42.4539
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_3.V1.AL.WP,25Q4-Q1,25.6144
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_4.V1.AL.WP,25Q4-Q1,25.0491
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_5.V1.AL.WP,25Q4-Q1,15.909
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_1.V1.AL.WP,25Q4-Q1,34.4603
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_2.V1.AL.WP,25Q4-Q1,32.6973
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_3.V1.AL.WP,25Q4-Q1,22.9302
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_4.V1.AL.WP,25Q4-Q1,19.0522
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_5.V1.AL.WP,25Q4-Q1,12.105
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_1.V1.AL.WP,25Q2,39.3189
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_2.V1.AL.WP,25Q2,38.613
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_3.V1.AL.WP,25Q2,24.5806
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_4.V1.AL.WP,25Q2,20.4751
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_5.V1.AL.WP,25Q2,15.7691
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_1.V1.AL.WP,25Q2,54.1127
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_2.V1.AL.WP,25Q2,44.453
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_3.V1.AL.WP,25Q2,30.783
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_4.V1.AL.WP,25Q2,22.9331
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_5.V1.AL.WP,25Q2,19.5126
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_1.V1.AL.WP,25Q2,31.074
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_2.V1.AL.WP,25Q2,35.3679
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_3.V1.AL.WP,25Q2,21.124
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_4.V1.AL.WP,25Q2,19.112
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_5.V1.AL.WP,25Q2,13.6808
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_1.V1.AL.WP,25Q3,38.5172
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_2.V1.AL.WP,25Q3,36.5128
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_3.V1.AL.WP,25Q3,23.8821
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_4.V1.AL.WP,25Q3,19.274
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_5.V1.AL.WP,25Q3,16.9978
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_1.V1.AL.WP,25Q3,57.1941
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_2.V1.AL.WP,25Q3,39.9961
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_3.V1.AL.WP,25Q3,29.078
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_4.V1.AL.WP,25Q3,21.409
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_5.V1.AL.WP,25Q3,22.8756
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_1.V1.AL.WP,25Q3,28.4383
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_2.V1.AL.WP,25Q3,34.637
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_3.V1.AL.WP,25Q3,21.0823
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_4.V1.AL.WP,25Q3,18.1263
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_5.V1.AL.WP,25Q3,13.8266
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_1.V1.AL.WP,25Q4,38.866
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_2.V1.AL.WP,25Q4,37.1549
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_3.V1.AL.WP,25Q4,26.6988
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_4.V1.AL.WP,25Q4,20.7757
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_5.V1.AL.WP,25Q4,14.3317
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_1.V1.AL.WP,25Q4,53.4825
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_2.V1.AL.WP,25Q4,43.1022
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_3.V1.AL.WP,25Q4,31.8545
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_4.V1.AL.WP,25Q4,23.5797
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_5.V1.AL.WP,25Q4,15.8327
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_1.V1.AL.WP,25Q4,30.6859
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_2.V1.AL.WP,25Q4,33.816
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_3.V1.AL.WP,25Q4,23.8106
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_4.V1.AL.WP,25Q4,19.2017
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_5.V1.AL.WP,25Q4,13.487
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_1.V1.AL.WP,26Q1,36.7558
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_2.V1.AL.WP,26Q1,39.0439
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_3.V1.AL.WP,26Q1,24.5406
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_4.V1.AL.WP,26Q1,19.5229
Chart_5,SAFE.H.U2.ALL.A.0.0.0.Q6A.6_5.V1.AL.WP,26Q1,15.4522
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_1.V1.AL.WP,26Q1,49.7963
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_2.V1.AL.WP,26Q1,47.5117
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_3.V1.AL.WP,26Q1,28.2965
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_4.V1.AL.WP,26Q1,19.9606
Chart_5,SAFE.H.U2.LAR.A.0.0.0.Q6A.6_5.V1.AL.WP,26Q1,19.5961
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_1.V1.AL.WP,26Q1,29.3228
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_2.V1.AL.WP,26Q1,34.2168
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_3.V1.AL.WP,26Q1,22.3987
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_4.V1.AL.WP,26Q1,19.2698
Chart_5,SAFE.H.U2.SME.A.0.0.0.Q6A.6_5.V1.AL.WP,26Q1,13.0943
Chart_5,SAFE.Q.U2.ALL.A.0.0.0.Q6A_G1.6_1.V1.AL.WP,25Q2,39.3189
Chart_5,SAFE.Q.U2.ALL.A.0.0.0.Q6A_G1.6_2.V1.AL.WP,25Q2,38.613
Chart_5,SAFE.Q.U2.ALL.A.0.0.0.Q6A_G1.6_3.V1.AL.WP,25Q2,24.5806
Chart_5,SAFE.Q.U2.ALL.A.0.0.0.Q6A_G1.6_4.V1.AL.WP,25Q2,20.4751
Chart_5,SAFE.Q.U2.ALL.A.0.0.0.Q6A_G1.6_5.V1.AL.WP,25Q2,15.7691
Chart_5,SAFE.Q.U2.LAR.A.0.0.0.Q6A_G1.6_1.V1.AL.WP,25Q2,54.1127
Chart_5,SAFE.Q.U2.LAR.A.0.0.0.Q6A_G1.6_2.V1.AL.WP,25Q2,44.453
Chart_5,SAFE.Q.U2.LAR.A.0.0.0.Q6A_G1.6_3.V1.AL.WP,25Q2,30.783
Chart_5,SAFE.Q.U2.LAR.A.0.0.0.Q6A_G1.6_4.V1.AL.WP,25Q2,22.9331
